순번,행정구역(구),행정구역(동),지번,교차로,구분,용도
441,청원구,내덕동,850도,우암치안센터3,차량등,안전신호등
442,청원구,내덕동,850도,우암치안센터3,차량등,안전신호등
443,청원구,내덕동,850도,우암치안센터3,보행등,안전신호등
444,청원구,내덕동,850도,우암치안센터3,보행등,안전신호등
445,청원구,내덕동,850도,우암치안센터3,차량등,안전신호등
446,청원구,우암동,1206도,우암치안센터3,보행등,안전신호등
447,청원구,우암동,1206도,우암치안센터3,보행등,안전신호등
448,청원구,내덕동,850도,우암치안센터3,보행등,안전신호등
449,청원구,우암동,1206도,택시공제조합4,차량등,일반신호등
450,청원구,내덕동,850도,대한예식장3,차량등,일반신호등
451,청원구,내덕동,850도,대한예식장3,차량등,일반신호등
452,청원구,내덕동,850도,대한예식장3,차량등,일반신호등
453,청원구,내덕동,850도,대한예식장3,보행등,일반신호등
454,청원구,내덕동,850도,대한예식장3,보행등,일반신호등
455,청원구,내덕동,850도,대한예식장3,차량등,일반신호등
456,청원구,내덕동,850도,대한예식장3,차량등,일반신호등
457,청원구,내덕동,850도,대한예식장3,차량등,일반신호등
458,청원구,내덕동,798-1 o,내덕천주교후문4,보행등,일반신호등
459,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
460,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
461,청원구,내덕동,115-23 도,내덕천주교후문4,보행등,일반신호등
462,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
463,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
464,청원구,내덕동,115-23 도,내덕천주교후문4,보행등,일반신호등
465,청원구,내덕동,115-23 도,내덕천주교후문4,보행등,일반신호등
466,청원구,내덕동,798-1 o,내덕천주교후문4,보행등,일반신호등
467,청원구,내덕동,798-27도,내덕천주교후문4,차량등,일반신호등
468,청원구,내덕동,798-27도,내덕천주교후문4,차량등,일반신호등
469,청원구,내덕동,798-1 o,내덕천주교후문4,보행등,일반신호등
470,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
471,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
472,청원구,내덕동,115-23 도,내덕천주교후문4,차량등,일반신호등
473,청원구,내덕동,172-40 도,내덕2동주민센터(단),차량등,일반신호등
474,청원구,내덕동,172-40 도,내덕2동주민센터(단),차량등,일반신호등
475,청원구,내덕동,172-40 도,내덕2동주민센터(단),차량등,일반신호등
476,청원구,내덕동,172-40 도,내덕2동주민센터(단),보행등,일반신호등
477,청원구,내덕동,798-1 o,내덕2동주민센터(단),차량등,일반신호등
478,청원구,내덕동,798-1 o,내덕2동주민센터(단),보행등,일반신호등
479,청원구,내덕동,산65-27도,금성계전아파트4,차량등,일반신호등
480,청원구,내덕동,412-17도,금성계전아파트4,차량등,일반신호등
481,청원구,내덕동,산65-27도,금성계전아파트4,차량등,일반신호등
482,청원구,내덕동,412-17도,금성계전아파트4,보행등,일반신호등
483,청원구,내덕동,798-1 o,금성계전아파트4,차량등,일반신호등
484,청원구,내덕동,798-1 o,금성계전아파트4,차량등,일반신호등
485,청원구,내덕동,798-1 o,금성계전아파트4,차량등,일반신호등
486,청원구,내덕동,798-1 o,금성계전아파트4,보행등,일반신호등
487,청원구,내덕동,316-8 도,충북학생수영장3,차량등,일반신호등
488,청원구,내덕동,316-8 도,충북학생수영장3,차량등,일반신호등
489,청원구,내덕동,828-61 도,충북학생수영장3,보행등,일반신호등
490,청원구,내덕동,316-8 도,충북학생수영장3,차량등,일반신호등
491,청원구,내덕동,316-8 도,충북학생수영장3,차량등,일반신호등
492,청원구,내덕동,316-8 도,충북학생수영장3,보행등,일반신호등
493,청원구,내덕동,173-22도,내덕천주교정문3,보행등,일반신호등
494,청원구,내덕동,173-70대,내덕천주교정문3,보행등,일반신호등
495,청원구,내덕동,173-22도,내덕천주교정문3,보행등,일반신호등
496,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
497,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
498,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
499,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
500,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
501,청원구,내덕동,173-22도,내덕천주교정문3,보행등,일반신호등
502,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
503,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
504,청원구,내덕동,173-22도,내덕천주교정문3,차량등,일반신호등
505,청원구,내덕동,379-3 도,신화아파트3,차량등,일반신호등
506,청원구,내덕동,379-3 도,신화아파트3,차량등,일반신호등
507,청원구,내덕동,379-3 도,신화아파트3,차량등,일반신호등
508,청원구,내덕동,379-3 도,신화아파트3,보행등,일반신호등
509,청원구,내덕동,825구,신화아파트3,차량등,일반신호등
510,청원구,내덕동,825구,신화아파트3,차량등,일반신호등
511,청원구,내덕동,825구,신화아파트3,차량등,일반신호등
512,청원구,내덕동,825구,신화아파트3,보행등,일반신호등
513,청원구,내덕동,379-3 도,신화아파트3,차량등,일반신호등
514,청원구,내덕동,825구,신화아파트3,차량등,일반신호등
515,청원구,내덕동,565-24 도,충북학생수영장3,보행등,일반신호등
516,청원구,내덕동,565-24 도,충북학생수영장3,차량등,일반신호등
517,청원구,내덕동,565-24 도,충북학생수영장3,차량등,일반신호등
518,청원구,내덕동,565-24 도,충북학생수영장3,차량등,일반신호등
519,청원구,내덕동,565-24 도,충북학생수영장3,차량등,일반신호등
520,청원구,내덕동,825구,농고실습장4,차량등,일반신호등
521,청원구,내덕동,825구,농고실습장4,차량등,일반신호등
522,청원구,내덕동,825구,농고실습장4,차량등,일반신호등
523,청원구,내덕동,825구,농고실습장4,차량등,일반신호등
524,청원구,내덕동,825구,농고실습장4,차량등,일반신호등
525,청원구,내덕동,825구,농고실습장4,보행등,일반신호등
526,청원구,내덕동,379-3 도,농고실습장4,보행등,일반신호등
527,청원구,내덕동,379-3 도,농고실습장4,차량등,일반신호등
528,청원구,내덕동,379-3 도,농고실습장4,차량등,일반신호등
529,청원구,내덕동,379-3 도,농고실습장4,차량등,일반신호등
530,청원구,내덕동,379-3 도,농고실습장4,차량등,일반신호등
531,청원구,내덕동,379-3 도,농고실습장4,차량등,일반신호등
532,청원구,내덕동,577-4도,충북학생수영장3,차량등,일반신호등
533,청원구,내덕동,577-4도,충북학생수영장3,차량등,일반신호등
534,청원구,내덕동,577-4도,충북학생수영장3,차량등,일반신호등
535,청원구,내덕동,565-24 도,충북학생수영장3,보행등,일반신호등
536,청원구,내덕동,577-4도,충북학생수영장3,차량등,일반신호등
537,청원구,내덕동,577-4도,충북학생수영장3,차량등,일반신호등
538,청원구,내덕동,719-6도,시영아파트4,차량등,일반신호등
539,청원구,내덕동,850도,시영아파트4,차량등,일반신호등
540,청원구,내덕동,850도,시영아파트4,보행등,일반신호등
541,청원구,내덕동,850도,시영아파트4,보행등,일반신호등
542,청원구,내덕동,719-6도,시영아파트4,보행등,일반신호등
543,청원구,내덕동,850도,시영아파트4,차량등,일반신호등
544,청원구,내덕동,850도,시영아파트4,차량등,일반신호등
545,청원구,내덕동,850도,시영아파트4,보행등,일반신호등
546,청원구,내덕동,316-8 도,새동네4,보행등,일반신호등
547,청원구,내덕동,316-8 도,새동네4,차량등,일반신호등
548,청원구,내덕동,316-8 도,새동네4,차량등,일반신호등
549,청원구,내덕동,316-8 도,새동네4,보행등,일반신호등
550,청원구,내덕동,316-8 도,새동네4,차량등,일반신호등
551,청원구,내덕동,850도,새동네4,보행등,일반신호등
552,청원구,내덕동,850도,새동네4,보행등,일반신호등
553,청원구,내덕동,316-8 도,새동네4,차량등,일반신호등
554,청원구,내덕동,316-8 도,새동네4,차량등,일반신호등
555,청원구,내덕동,702-1도,새동네4,차량등,일반신호등
556,청원구,내덕동,316-8 도,새동네4,차량등,일반신호등
557,청원구,내덕동,702-1도,새동네4,보행등,일반신호등
558,청원구,내덕동,702-1도,새동네4,차량등,일반신호등
559,청원구,내덕동,620전,새동네4,보행등,일반신호등
560,청원구,내덕동,703-22대,새동네4,보행등,일반신호등
561,청원구,율량동,496-7도,신흥고5,차량등,일반신호등
562,청원구,율량동,496-7도,신흥고5,차량등,일반신호등
563,청원구,율량동,1117 도,신흥고5,차량등,일반신호등
564,청원구,율량동,1117 도,신흥고5,차량등,일반신호등
565,청원구,율량동,1117 도,신흥고5,차량등,일반신호등
566,청원구,율량동,1110도,신흥고5,보행등,일반신호등
567,청원구,율량동,1117 도,신흥고5,차량등,일반신호등
568,청원구,율량동,1117 도,신흥고5,차량등,일반신호등
569,청원구,율량동,1117 도,신흥고5,보행등,일반신호등
570,청원구,율량동,497-3도,신흥고5,보행등,일반신호등
571,청원구,율량동,486-9 도,신흥고5,보행등,일반신호등
572,청원구,율량동,486-9 도,신흥고5,보행등,일반신호등
573,청원구,율량동,500-9대,신흥고5,보행등,일반신호등
574,청원구,율량동,695도,신흥고5,차량등,일반신호등
575,청원구,율량동,496-7도,신흥고5,차량등,일반신호등
576,청원구,율량동,496-7도,신흥고5,보행등,일반신호등
577,청원구,율량동,1117 도,신흥고5,보행등,일반신호등
578,청원구,율량동,1902 o,율량초교3,보행등,일반신호등
579,청원구,율량동,1902 o,율량초교3,차량등,일반신호등
580,청원구,율량동,1902 o,율량초교3,차량등,일반신호등
581,청원구,율량동,1118 도,율량초교3,차량등,일반신호등
582,청원구,율량동,1902 o,율량초교3,차량등,일반신호등
583,청원구,율량동,1118 도,율량초교3,보행등,일반신호등
584,청원구,율량동,1118 도,율량초교3,차량등,일반신호등
585,청원구,율량동,1118 도,율량초교3,차량등,일반신호등
586,청원구,내덕동,798-1 o,내덕중원주유소4,차량등,일반신호등
587,청원구,내덕동,798-1 o,내덕중원주유소4,차량등,일반신호등
588,청원구,내덕동,426-3도,내덕중원주유소4,보행등,일반신호등
589,청원구,내덕동,798-1 o,내덕중원주유소4,차량등,일반신호등
590,청원구,내덕동,431-2도,내덕중원주유소4,차량등,일반신호등
591,청원구,내덕동,431-3도,내덕중원주유소4,보행등,일반신호등
592,청원구,율량동,1101도,덕성초교3,보행등,안전신호등
593,청원구,율량동,1101도,덕성초교3,차량등,안전신호등
594,청원구,율량동,1101도,덕성초교3,차량등,안전신호등
595,청원구,율량동,1894도,덕성초교3,차량등,안전신호등
596,청원구,율량동,1894도,덕성초교3,차량등,안전신호등
