순번,행정구역(구),행정구역(동),지번,교차로,구분,용도
13637,흥덕구,송정동,150-6도,송정동테크노시스3,보행등,일반신호등
13638,흥덕구,송정동,140-14 도,송정동테크노시스3,차량등,일반신호등
13639,흥덕구,송정동,140-14 도,송정동테크노시스3,차량등,일반신호등
13640,서원구,사창동,316-59 도,사직현대부동산(단),차량등,일반신호등
13641,서원구,사창동,316-59 도,사직현대부동산(단),차량등,일반신호등
13642,서원구,사창동,316-59 도,사직현대부동산(단),보행등,일반신호등
13643,서원구,사창동,316-59 도,사직현대부동산(단),차량등,일반신호등
13644,서원구,사창동,316-59 도,사직현대부동산(단),차량등,일반신호등
13645,서원구,사창동,316-59 도,사직현대부동산(단),보행등,일반신호등
13646,흥덕구,신봉동,110-5 도,농수산시장3,차량등,일반신호등
13647,흥덕구,신봉동,530도,농수산시장3,차량등,일반신호등
13648,흥덕구,오송읍,242-3 a,오송제2생명7번4,보행등,일반신호등
13649,흥덕구,오송읍,275-5 답,오송제2생명7번4,보행등,일반신호등
13650,흥덕구,오송읍,241-14대,오송제2생명7번4,보행등,일반신호등
13651,흥덕구,오송읍,241-14대,오송제2생명7번4,차량등,일반신호등
13652,흥덕구,오송읍,241-14대,오송제2생명7번4,차량등,일반신호등
13653,흥덕구,오송읍,242-3 a,오송제2생명7번4,차량등,일반신호등
13654,흥덕구,오송읍,242-3 a,오송제2생명7번4,차량등,일반신호등
13655,흥덕구,오송읍,275-3 수,오송제2생명7번4,차량등,일반신호등
13656,흥덕구,오송읍,275-4 답,오송제2생명7번4,차량등,일반신호등
13657,흥덕구,오송읍,267-1답,,보행등,일반신호등
13658,흥덕구,오송읍,267-2답,오송제2생명8번4,보행등,일반신호등
13659,흥덕구,오송읍,267-3답,오송제2생명8번4,보행등,일반신호등
13660,흥덕구,오송읍,267-2답,오송제2생명8번4,보행등,일반신호등
13661,흥덕구,오송읍,267-2답,오송제2생명8번4,차량등,일반신호등
13662,흥덕구,오송읍,267-2답,오송제2생명8번4,차량등,일반신호등
13663,흥덕구,오송읍,267-2답,오송제2생명8번4,차량등,일반신호등
13664,흥덕구,오송읍,267-2답,오송제2생명8번4,차량등,일반신호등
13665,흥덕구,오송읍,267-3답,오송제2생명8번4,차량등,일반신호등
13666,흥덕구,오송읍,267-3답,오송제2생명8번4,차량등,일반신호등
13667,흥덕구,오송읍,231-1전,오송제2생명9번4,보행등,일반신호등
13668,흥덕구,오송읍,231-1전,오송제2생명9번4,보행등,일반신호등
13669,흥덕구,오송읍,산13-1임,오송제2생명9번4,보행등,일반신호등
13670,흥덕구,오송읍,산13-1임,오송제2생명9번4,보행등,일반신호등
13671,흥덕구,오송읍,산13-1임,오송제2생명9번4,보행등,일반신호등
13672,흥덕구,오송읍,산13-1임,오송제2생명9번4,보행등,일반신호등
13673,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13674,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13675,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13676,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13677,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13678,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13679,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13680,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13681,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13682,흥덕구,오송읍,231-1전,오송제2생명9번4,차량등,일반신호등
13683,흥덕구,오송읍,산13-1임,오송제2생명9번4,차량등,일반신호등
13684,흥덕구,오송읍,231-1전,오송제2생명9번4,차량등,일반신호등
13685,흥덕구,오송읍,229-5 임,오송제2생명10번3,보행등,안전신호등
13686,흥덕구,오송읍,229-5 임,오송제2생명10번3,보행등,안전신호등
13687,흥덕구,오송읍,229-5 임,오송제2생명10번3,보행등,안전신호등
13688,흥덕구,오송읍,229-1 답,오송제2생명10번3,보행등,안전신호등
13689,흥덕구,오송읍,229-1 답,오송제2생명10번3,보행등,안전신호등
13690,흥덕구,오송읍,229-2 a,오송제2생명10번3,보행등,안전신호등
13691,흥덕구,오송읍,229-2 a,오송제2생명10번3,차량등,안전신호등
13692,흥덕구,오송읍,229-5 임,오송제2생명10번3,차량등,안전신호등
13693,흥덕구,오송읍,229-5 임,오송제2생명10번3,차량등,안전신호등
13694,흥덕구,오송읍,229-5 임,오송제2생명10번3,차량등,안전신호등
13695,흥덕구,오송읍,229-5 임,오송제2생명10번3,차량등,안전신호등
13696,흥덕구,오송읍,229-5 임,오송제2생명10번3,차량등,안전신호등
13697,흥덕구,오송읍,229-5 임,오송제2생명10번3,차량등,안전신호등
13698,흥덕구,오송읍,229-2 a,오송제2생명10번3,차량등,안전신호등
13699,흥덕구,오송읍,229-2 a,오송제2생명10번3,차량등,안전신호등
13700,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13701,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13702,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13703,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13704,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13705,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13706,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13707,흥덕구,오송읍,산27-1임,오송제2생명11번4,보행등,일반신호등
13708,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13709,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13710,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13711,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13712,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13713,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13714,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13715,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13716,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13717,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13718,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13719,흥덕구,오송읍,산27-1임,오송제2생명11번4,차량등,일반신호등
13720,흥덕구,오송읍,320-5전,오송제2생명12번4,보행등,안전신호등
13721,흥덕구,오송읍,320-4묘,오송제2생명12번4,보행등,안전신호등
13722,흥덕구,오송읍,320-7전,오송제2생명12번4,보행등,안전신호등
13723,흥덕구,오송읍,320-17전,오송제2생명12번4,보행등,안전신호등
13724,흥덕구,오송읍,320-5전,오송제2생명12번4,차량등,안전신호등
13725,흥덕구,오송읍,320-4묘,오송제2생명12번4,차량등,안전신호등
13726,흥덕구,오송읍,320-4묘,오송제2생명12번4,차량등,안전신호등
13727,흥덕구,오송읍,320-16전,오송제2생명12번4,차량등,안전신호등
13728,상당구,산성동,260-9 전,성내4,차량등,일반신호등
13729,흥덕구,오송읍,산24-1임,오송제2생명6번4,차량등,일반신호등
13730,흥덕구,오송읍,산24-1임,오송제2생명6번4,차량등,일반신호등
13731,흥덕구,오송읍,267-1답,,차량등,일반신호등
13732,흥덕구,오송읍,267-1답,,차량등,일반신호등
13733,상당구,용담동,442도,남산토건(단),차량등,일반신호등
13734,상당구,용담동,442도,남산토건(단),차량등,일반신호등
13735,상당구,용담동,442도,남산토건(단),차량등,일반신호등
13736,상당구,용담동,442도,남산토건(단),차량등,일반신호등
13737,상당구,용담동,442도,남산토건(단),보행등,일반신호등
13738,상당구,용담동,442도,남산토건(단),보행등,일반신호등
13739,서원구,사직동,942 도,사직푸르지오114동4,차량등,일반신호등
13740,서원구,사직동,942 도,사직푸르지오114동4,차량등,일반신호등
13741,흥덕구,비하동,807도,,차량등,일반신호등
13742,흥덕구,복대동,627-3도,,차량등,일반신호등
13743,흥덕구,가경동,726-3도,,차량등,일반신호등
13744,흥덕구,복대동,3103도,대우자동차학원3,차량등,일반신호등
13745,흥덕구,복대동,3103도,대우자동차학원3,차량등,일반신호등
13746,흥덕구,복대동,3103도,대우자동차학원3,차량등,일반신호등
13747,서원구,사창동,354-16도,사직동인프라자4,차량등,안전신호등
13748,서원구,사창동,354-16도,사직동인프라자4,차량등,안전신호등
13749,서원구,성화동,939 대,성화호반베르디움4,보행등,일반신호등
13750,서원구,성화동,906 공,성화호반베르디움4,보행등,일반신호등
13751,서원구,성화동,1058 도,성화호반베르디움4,차량등,일반신호등
13752,서원구,성화동,1058 도,성화호반베르디움4,차량등,일반신호등
13753,서원구,성화동,639 도,성화주공1단지4,차량등,일반신호등
13754,서원구,성화동,639 도,성화주공1단지4,차량등,일반신호등
13755,서원구,성화동,658 도,성화주공1단지4,차량등,일반신호등
13756,서원구,성화동,658 도,성화주공1단지4,차량등,일반신호등
13757,서원구,성화동,639 도,성화주공1단지4,차량등,일반신호등
13758,서원구,성화동,639 도,성화주공1단지4,차량등,일반신호등
13759,서원구,성화동,639 도,성화주공1단지4,차량등,일반신호등
13760,서원구,성화동,1058 도,성화주공1단지4,차량등,일반신호등
13761,서원구,성화동,1058 도,성화주공1단지4,차량등,일반신호등
13762,서원구,죽림동,128-3 도,,차량등,일반신호등
13763,서원구,죽림동,128-3 도,,차량등,일반신호등
13764,흥덕구,가경동,1519도,,차량등,일반신호등
13765,흥덕구,가경동,1519도,,차량등,일반신호등
13766,흥덕구,가경동,1519도,,차량등,일반신호등
13767,흥덕구,가경동,1519도,,차량등,일반신호등
13768,흥덕구,봉명동,451도,,차량등,일반신호등
13769,흥덕구,봉명동,451도,봉명1동주민센터4,차량등,일반신호등
13770,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13771,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13772,서원구,성화동,1075 도,우리교회앞3,차량등,일반신호등
13773,서원구,성화동,1075 도,우리교회앞3,보행등,일반신호등
13774,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13775,서원구,성화동,1075 도,우리교회앞3,보행등,일반신호등
13776,서원구,성화동,1076 도,우리교회앞3,보행등,일반신호등
13777,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13778,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13779,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13780,서원구,성화동,1076 도,우리교회앞3,차량등,일반신호등
13781,서원구,성화동,1076 도,우리교회앞3,보행등,일반신호등
13782,흥덕구,송절동,산 104-3 임,송절4,보행등,일반신호등
13783,흥덕구,송절동,391-16 답,송절4,보행등,일반신호등
13784,흥덕구,송절동,391-25 잡,송절4,보행등,일반신호등
13785,흥덕구,송절동,391-12도,송절4,보행등,일반신호등
13786,흥덕구,송절동,391-12도,송절4,보행등,일반신호등
13787,흥덕구,송절동,391-12도,송절4,보행등,일반신호등
13788,흥덕구,송절동,391-12도,송절4,차량등,일반신호등
13789,흥덕구,송절동,391-12도,송절4,차량등,일반신호등
13790,흥덕구,송절동,391-12도,송절4,차량등,일반신호등
13791,흥덕구,송절동,115-1 도,송절4,차량등,일반신호등
13792,흥덕구,송절동,115-1 도,송절4,차량등,일반신호등
13793,흥덕구,송절동,391-8도,송절4,차량등,일반신호등
13794,흥덕구,송절동,119-9 전,송절4,차량등,일반신호등
13795,흥덕구,송절동,119-11 o,송절4,차량등,일반신호등
13796,흥덕구,송절동,574-18 도,송절4,차량등,일반신호등
13797,흥덕구,송절동,산 104-1 도,송절4,차량등,일반신호등
13798,흥덕구,송절동,산 104-1 도,송절4,차량등,일반신호등
13799,청원구,사천동,31-51 과,사천푸르지오3,차량등,일반신호등
13800,청원구,사천동,31-51 과,사천푸르지오3,차량등,일반신호등
13801,청원구,사천동,31-51 과,사천푸르지오3,보행등,일반신호등
13802,청원구,사천동,31-51 과,사천푸르지오3,차량등,일반신호등
13803,청원구,사천동,31-34잡,사천푸르지오3,보행등,일반신호등
13804,청원구,사천동,31-34잡,사천푸르지오3,보행등,일반신호등
13805,청원구,사천동,31-34잡,사천푸르지오3,차량등,일반신호등
13806,청원구,사천동,31-34잡,사천푸르지오3,차량등,일반신호등
13807,청원구,사천동,31-34잡,사천푸르지오3,보행등,일반신호등
13808,청원구,사천동,31-46 과,사천푸르지오3,차량등,일반신호등
13809,청원구,사천동,31-60 임,사천푸르지오3,차량등,일반신호등
13810,청원구,사천동,31-46 과,사천푸르지오3,차량등,일반신호등
13811,청원구,사천동,31-51 과,사천푸르지오3,차량등,일반신호등
13812,청원구,사천동,31-60 임,사천푸르지오3,보행등,일반신호등
13813,청원구,사천동,31-47 과,사천푸르지오3,보행등,일반신호등
13814,흥덕구,오송읍,219-9 전,오송제2생명13번4,차량등,일반신호등
13815,흥덕구,오송읍,210-1전,오송제2생명13번4,차량등,일반신호등
13816,흥덕구,오송읍,219-6전,오송제2생명13번4,차량등,일반신호등
13817,흥덕구,오송읍,219-6전,오송제2생명13번4,차량등,일반신호등
13818,흥덕구,오송읍,219-6전,오송제2생명13번4,보행등,일반신호등
13819,흥덕구,오송읍,219-6전,오송제2생명13번4,보행등,일반신호등
13820,흥덕구,오송읍,210-1전,오송제2생명13번4,보행등,일반신호등
13821,흥덕구,오송읍,210-1전,오송제2생명13번4,보행등,일반신호등
13822,흥덕구,오송읍,191-7답,오송제2생명14번4,차량등,일반신호등
13823,흥덕구,오송읍,191-8답,오송제2생명14번4,차량등,일반신호등
13824,흥덕구,오송읍,191-8답,오송제2생명14번4,차량등,일반신호등
13825,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13826,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13827,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13828,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13829,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13830,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13831,흥덕구,오송읍,178-1답,오송제2생명14번4,차량등,일반신호등
13832,흥덕구,오송읍,191-7답,오송제2생명14번4,차량등,일반신호등
13833,흥덕구,오송읍,191-7답,오송제2생명14번4,차량등,일반신호등
13834,흥덕구,오송읍,191-8답,오송제2생명14번4,보행등,일반신호등
13835,흥덕구,오송읍,191-8답,오송제2생명14번4,보행등,일반신호등
13836,흥덕구,오송읍,178-1답,오송제2생명14번4,보행등,일반신호등
13837,흥덕구,오송읍,178-1답,오송제2생명14번4,보행등,일반신호등
13838,흥덕구,오송읍,178-1답,오송제2생명14번4,보행등,일반신호등
13839,흥덕구,오송읍,178-1답,오송제2생명14번4,보행등,일반신호등
13840,흥덕구,오송읍,191답,오송제2생명14번4,보행등,일반신호등
13841,흥덕구,오송읍,191-7답,오송제2생명14번4,보행등,일반신호등
13842,흥덕구,오송읍,산8-7임,오송제2생명15번4,보행등,일반신호등
13843,흥덕구,오송읍,산8-7임,오송제2생명15번4,보행등,일반신호등
13844,흥덕구,오송읍,산8-9임,오송제2생명15번4,보행등,일반신호등
13845,흥덕구,오송읍,산8-9임,오송제2생명15번4,보행등,일반신호등
13846,흥덕구,오송읍,산8-9임,오송제2생명15번4,보행등,일반신호등
13847,흥덕구,오송읍,산8-9임,오송제2생명15번4,보행등,일반신호등
13848,흥덕구,오송읍,산8-7임,오송제2생명15번4,보행등,일반신호등
13849,흥덕구,오송읍,산8-7임,오송제2생명15번4,보행등,일반신호등
13850,흥덕구,오송읍,산8-7임,오송제2생명15번4,차량등,일반신호등
13851,흥덕구,오송읍,산8-7임,오송제2생명15번4,차량등,일반신호등
13852,흥덕구,오송읍,산8-7임,오송제2생명15번4,차량등,일반신호등
13853,흥덕구,오송읍,산8-9임,오송제2생명15번4,차량등,일반신호등
13854,흥덕구,오송읍,산8-9임,오송제2생명15번4,차량등,일반신호등
13855,흥덕구,오송읍,산8-9임,오송제2생명15번4,차량등,일반신호등
13856,흥덕구,오송읍,산8-9임,오송제2생명15번4,차량등,일반신호등
13857,흥덕구,오송읍,산8-9임,오송제2생명15번4,차량등,일반신호등
13858,흥덕구,오송읍,산8-9임,오송제2생명15번4,차량등,일반신호등
13859,흥덕구,오송읍,산8-7임,오송제2생명15번4,차량등,일반신호등
13860,흥덕구,오송읍,413-1답,오송제2생명16번4,차량등,일반신호등
13861,흥덕구,오송읍,413-1답,오송제2생명16번4,차량등,일반신호등
13862,흥덕구,오송읍,산27-1임,오송제2생명16번4,차량등,일반신호등
13863,흥덕구,오송읍,산27-1임,오송제2생명16번4,차량등,일반신호등
13864,흥덕구,오송읍,산27-1임,오송제2생명16번4,보행등,일반신호등
13865,흥덕구,오송읍,412-1전,오송제2생명16번4,보행등,일반신호등
13866,흥덕구,오송읍,409-3 전,오송제2생명17번3,차량등,안전신호등
13867,흥덕구,오송읍,409-3 전,오송제2생명17번3,차량등,안전신호등
13868,흥덕구,오송읍,409-3 전,오송제2생명17번3,차량등,안전신호등
13869,흥덕구,오송읍,409-2 전,오송제2생명17번3,차량등,안전신호등
13870,흥덕구,오송읍,409-2 전,오송제2생명17번3,차량등,안전신호등
13871,흥덕구,오송읍,409-4 전,오송제2생명17번3,차량등,안전신호등
13872,흥덕구,오송읍,409-4 전,오송제2생명17번3,차량등,안전신호등
13873,흥덕구,오송읍,409-3 전,오송제2생명17번3,차량등,안전신호등
13874,흥덕구,오송읍,산28-1임,오송제2생명17번3,차량등,안전신호등
13875,흥덕구,오송읍,409-3 전,오송제2생명17번3,보행등,안전신호등
13876,흥덕구,오송읍,409-3 전,오송제2생명17번3,보행등,안전신호등
13877,흥덕구,오송읍,409-4 전,오송제2생명17번3,보행등,안전신호등
13878,흥덕구,오송읍,409-4 전,오송제2생명17번3,보행등,안전신호등
13879,흥덕구,오송읍,산28-1임,오송제2생명17번3,보행등,안전신호등
13880,흥덕구,오송읍,산28-1임,오송제2생명17번3,보행등,안전신호등
13881,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13882,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13883,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13884,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13885,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13886,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13887,흥덕구,오송읍,산30-6임,오송제2생명18번4,차량등,안전신호등
13888,흥덕구,오송읍,산30-6임,오송제2생명18번4,차량등,안전신호등
13889,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13890,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13891,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13892,흥덕구,오송읍,산30-5임,오송제2생명18번4,차량등,안전신호등
13893,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13894,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13895,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13896,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13897,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13898,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13899,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13900,흥덕구,오송읍,산30-5임,오송제2생명18번4,보행등,안전신호등
13901,흥덕구,오송읍,194-2답,오송제2생명19번4,보행등,일반신호등
13902,흥덕구,오송읍,194-2답,오송제2생명19번4,보행등,일반신호등
13903,흥덕구,오송읍,194-2답,오송제2생명19번4,보행등,일반신호등
13904,흥덕구,오송읍,194-2답,오송제2생명19번4,보행등,일반신호등
13905,흥덕구,오송읍,649구,오송제2생명19번4,보행등,일반신호등
13906,흥덕구,오송읍,649구,오송제2생명19번4,보행등,일반신호등
13907,흥덕구,오송읍,194-3답,오송제2생명19번4,보행등,일반신호등
13908,흥덕구,오송읍,194-3답,오송제2생명19번4,보행등,일반신호등
13909,흥덕구,오송읍,194-2답,오송제2생명19번4,차량등,일반신호등
13910,흥덕구,오송읍,194-2답,오송제2생명19번4,차량등,일반신호등
13911,흥덕구,오송읍,194-2답,오송제2생명19번4,차량등,일반신호등
13912,흥덕구,오송읍,194-2답,오송제2생명19번4,차량등,일반신호등
13913,흥덕구,오송읍,194-2답,오송제2생명19번4,차량등,일반신호등
13914,흥덕구,오송읍,649구,오송제2생명19번4,차량등,일반신호등
13915,흥덕구,오송읍,649구,오송제2생명19번4,차량등,일반신호등
13916,흥덕구,오송읍,194-3답,오송제2생명19번4,차량등,일반신호등
13917,흥덕구,오송읍,194-3답,오송제2생명19번4,차량등,일반신호등
13918,흥덕구,오송읍,194-3답,오송제2생명19번4,차량등,일반신호등
13919,흥덕구,오송읍,136-1답,오송제2생명20번4,차량등,일반신호등
13920,흥덕구,오송읍,136-1답,오송제2생명20번4,차량등,일반신호등
13921,흥덕구,오송읍,136-1답,오송제2생명20번4,차량등,일반신호등
13922,흥덕구,오송읍,136-2답,오송제2생명20번4,차량등,일반신호등
13923,흥덕구,오송읍,136-2답,오송제2생명20번4,차량등,일반신호등
13924,흥덕구,오송읍,136-3답,오송제2생명20번4,차량등,일반신호등
13925,흥덕구,오송읍,136-3답,오송제2생명20번4,차량등,일반신호등
13926,흥덕구,오송읍,136-3답,오송제2생명20번4,차량등,일반신호등
13927,흥덕구,오송읍,644구,오송제2생명20번4,차량등,일반신호등
13928,흥덕구,오송읍,644구,오송제2생명20번4,차량등,일반신호등
13929,흥덕구,오송읍,145-5답,오송제2생명20번4,차량등,일반신호등
13930,흥덕구,오송읍,145-5답,오송제2생명20번4,차량등,일반신호등
13931,흥덕구,오송읍,145-2답,오송제2생명20번4,보행등,일반신호등
13932,흥덕구,오송읍,145-2답,오송제2생명20번4,보행등,일반신호등
13933,흥덕구,오송읍,644구,오송제2생명20번4,보행등,일반신호등
13934,흥덕구,오송읍,136-1답,오송제2생명20번4,보행등,일반신호등
13935,흥덕구,오송읍,136-1답,오송제2생명20번4,보행등,일반신호등
13936,흥덕구,오송읍,136-2답,오송제2생명20번4,보행등,일반신호등
13937,흥덕구,오송읍,136-3답,오송제2생명20번4,보행등,일반신호등
13938,흥덕구,오송읍,136-3답,오송제2생명20번4,보행등,일반신호등
13939,흥덕구,오송읍,119-3답,오송제2생명21번4,차량등,일반신호등
13940,흥덕구,오송읍,119-3답,오송제2생명21번4,차량등,일반신호등
13941,흥덕구,오송읍,120-1답,오송제2생명21번4,차량등,일반신호등
13942,흥덕구,오송읍,120-1답,오송제2생명21번4,차량등,일반신호등
13943,흥덕구,오송읍,120-1답,오송제2생명21번4,차량등,일반신호등
13944,흥덕구,오송읍,120-2답,오송제2생명21번4,차량등,일반신호등
13945,흥덕구,오송읍,120-2답,오송제2생명21번4,차량등,일반신호등
13946,흥덕구,오송읍,120-2답,오송제2생명21번4,차량등,일반신호등
13947,흥덕구,오송읍,120-2답,오송제2생명21번4,차량등,일반신호등
13948,흥덕구,오송읍,120-1답,오송제2생명21번4,차량등,일반신호등
13949,흥덕구,오송읍,120-1답,오송제2생명21번4,차량등,일반신호등
13950,흥덕구,오송읍,120-1답,오송제2생명21번4,차량등,일반신호등
13951,흥덕구,오송읍,119-3답,오송제2생명21번4,보행등,일반신호등
13952,흥덕구,오송읍,120-1답,오송제2생명21번4,보행등,일반신호등
13953,흥덕구,오송읍,120-1답,오송제2생명21번4,보행등,일반신호등
13954,흥덕구,오송읍,120-2답,오송제2생명21번4,보행등,일반신호등
13955,흥덕구,오송읍,120-2답,오송제2생명21번4,보행등,일반신호등
13956,흥덕구,오송읍,120-2답,오송제2생명21번4,보행등,일반신호등
13957,흥덕구,오송읍,120-2답,오송제2생명21번4,보행등,일반신호등
13958,흥덕구,오송읍,119-3답,오송제2생명21번4,보행등,일반신호등
13959,흥덕구,오송읍,98-2답,오송제2생명22번4,보행등,일반신호등
13960,흥덕구,오송읍,98-1답,오송제2생명22번4,보행등,일반신호등
13961,흥덕구,오송읍,98-1답,오송제2생명22번4,보행등,일반신호등
13962,흥덕구,오송읍,99-3답,오송제2생명22번4,보행등,일반신호등
13963,흥덕구,오송읍,99-2답,오송제2생명22번4,보행등,일반신호등
13964,흥덕구,오송읍,641-5도,오송제2생명22번4,보행등,일반신호등
13965,흥덕구,오송읍,83-4답,오송제2생명22번4,보행등,일반신호등
13966,흥덕구,오송읍,643-1구,오송제2생명22번4,보행등,일반신호등
13967,흥덕구,오송읍,99-2답,오송제2생명22번4,차량등,일반신호등
13968,흥덕구,오송읍,99-2답,오송제2생명22번4,차량등,일반신호등
13969,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13970,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13971,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13972,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13973,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13974,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13975,흥덕구,오송읍,98-1답,오송제2생명22번4,차량등,일반신호등
13976,흥덕구,오송읍,83-6답,오송제2생명22번4,차량등,일반신호등
13977,흥덕구,오송읍,83-6답,오송제2생명22번4,차량등,일반신호등
13978,흥덕구,오송읍,643-1구,오송제2생명22번4,차량등,일반신호등
13979,흥덕구,오송읍,189-3답,오송제2생명23번4,보행등,안전신호등
13980,흥덕구,오송읍,189-3답,오송제2생명23번4,보행등,안전신호등
13981,흥덕구,오송읍,189-3답,오송제2생명23번4,보행등,안전신호등
13982,흥덕구,오송읍,189-3답,오송제2생명23번4,보행등,안전신호등
13983,흥덕구,오송읍,190-1답,오송제2생명23번4,보행등,안전신호등
13984,흥덕구,오송읍,190-1답,오송제2생명23번4,보행등,안전신호등
13985,흥덕구,오송읍,190-1답,오송제2생명23번4,보행등,안전신호등
13986,흥덕구,오송읍,190-1답,오송제2생명23번4,보행등,안전신호등
13987,흥덕구,오송읍,189-3답,오송제2생명23번4,차량등,안전신호등
13988,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13989,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13990,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13991,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13992,흥덕구,오송읍,189-3답,오송제2생명23번4,차량등,안전신호등
13993,흥덕구,오송읍,189-3답,오송제2생명23번4,차량등,안전신호등
13994,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13995,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13996,흥덕구,오송읍,190-1답,오송제2생명23번4,차량등,안전신호등
13997,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
13998,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
13999,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
14000,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
14001,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
14002,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
14003,흥덕구,오송읍,331-3전,오송제2생명24번3,차량등,안전신호등
14004,흥덕구,오송읍,332-2전,오송제2생명24번3,차량등,안전신호등
